text,intent
peminjaman lab praktikum,lab_booking
jadwal penggunaan lab,lab_booking
slot lab komputer,lab_booking
lab booking system,lab_booking
software lab komputer,lab_booking
lab dengan matlab,lab_booking
lab untuk autocad,lab_booking
lab programming,lab_booking
lab data science,lab_booking
lab multimedia,lab_booking
lab dengan printer 3d,lab_booking
akses lab virtual,lab_booking
booking lab remote,lab_booking
lab untuk penelitian,lab_booking
lab fakultas teknik,lab_booking
lab fakultas komputer,lab_booking
lab open 24 jam,lab_booking
akses lab weekend,lab_booking
booking lab kelompok,lab_booking
sesi lab individu,lab_booking
lab untuk ujian,lab_booking
lab dengan scanner,lab_booking
lab dengan plotter,lab_booking
color printing lab,lab_booking
lab dengan mac computer,lab_booking
fasilitas gaming lab,lab_booking
ketersediaan vr lab,lab_booking
akses lab robotika,lab_booking
booking lab jaringan,lab_booking
lab cybersecurity,lab_booking
lab dengan software khusus,lab_booking
layanan kesehatan kampus,health_services
klinik kampus,health_services
poliklinik universitas,health_services
health center campus,health_services
medical services university,health_services
puskesmas kampus,health_services
rumah sakit kampus,health_services
fasilitas kesehatan mahasiswa,health_services
asuransi kesehatan mahasiswa,health_services
bpjs kampus,health_services
dokter kampus,health_services
perawat kampus,health_services
ambulans kampus,health_services
emergency medical campus,health_services
konsultasi dokter kampus,health_services
pengobatan gratis mahasiswa,health_services
vaksinasi kampus,health_services
kesehatan mental kampus,health_services
counseling service,health_services
psikolog kampus,health_services
dental clinic kampus,health_services
klinik gigi kampus,health_services
physiotherapy kampus,health_services
nutritionist kampus,health_services
medical checkup murah,health_services
jadwal vaksinasi,health_services
flu shot kampus,health_services
hotline kesehatan mental,health_services
konseling stress,health_services
intervensi krisis,health_services
klaim asuransi kesehatan,health_services
rujukan ke rumah sakit,health_services
nomor ambulans darurat,health_services
pelatihan pertolongan pertama,health_services
workshop kesehatan,health_services
klinik kesehatan seksual,health_services
layanan kesehatan perempuan,health_services
klinik cedera olahraga,health_services
layanan kesehatan disabilitas,health_services
screening kesehatan gratis,health_services
tes darah kampus,health_services
fasilitas x ray kampus,health_services
apotek kampus,health_services
obat generic murah,health_services
event promosi kesehatan,health_services
fasilitas olahraga kampus,sport_facilities
lapangan futsal,sport_facilities
basket court,sport_facilities
tenis meja,sport_facilities
kolam renang kampus,sport_facilities
gym kampus,sport_facilities
fitness center,sport_facilities
badminton court,sport_facilities
lapangan voli,sport_facilities
running track,sport_facilities
wall climbing,sport_facilities
yoga studio,sport_facilities
dance studio,sport_facilities
dojo bela diri,sport_facilities
sewa peralatan olahraga,sport_facilities
lapangan sepak bola,sport_facilities
squash court,sport_facilities
driving range golf,sport_facilities
archery range,sport_facilities
bowling alley kampus,sport_facilities
booking sports hall,sport_facilities
personal trainer kampus,sport_facilities
kelas fitness grup,sport_facilities
kompetisi olahraga,sport_facilities
intramural sports,sport_facilities
kantin kampus,canteen_food
kantin buka jam berapa,canteen_food
jam buka kantin,canteen_food
kapan kantin buka,canteen_food
kapan kantin tutup,canteen_food
jam tutup kantin,canteen_food
makanan kampus,canteen_food
warung makan kampus,canteen_food
food court kampus,canteen_food
kafe kampus,canteen_food
restoran kampus,canteen_food
menu kantin,canteen_food
harga makanan kantin,canteen_food
makanan halal kampus,canteen_food
opsi vegetarian kampus,canteen_food
kantin 24 jam,canteen_food
snack vending machine,canteen_food
coffee shop kampus,canteen_food
tempat makan kampus,canteen_food
lokasi kantin,canteen_food
kantin fakultas teknik,canteen_food
kantin fakultas kedokteran,canteen_food
kantin student center,canteen_food
kantin dekat perpustakaan,canteen_food
kantin dekat asrama,canteen_food
tempat jajan kampus,canteen_food
catering mahasiswa,canteen_food
makan siang kampus,canteen_food
sarapan kampus,canteen_food
makan malam kampus,canteen_food
kantin dengan wifi,canteen_food
kantin dengan ac,canteen_food
food delivery kampus,canteen_food
pesan antar makanan,canteen_food
gofood grab kampus,canteen_food
kantin ramah muslim,canteen_food
kantin non halal,canteen_food
kantin chinese food,canteen_food
kantin western food,canteen_food
kantin japanese food,canteen_food
kantin indonesian food,canteen_food
nasi padang kampus,canteen_food
bakso kampus,canteen_food
mie ayam kampus,canteen_food
sate kampus,canteen_food
martabak kampus,canteen_food
es teh kampus,canteen_food
kopi kampus,canteen_food
jus buah kampus,canteen_food
minuman kantin,canteen_food
cemilan kantin,canteen_food
parkir kampus,parking_info
tempat parkir,parking_info
parkir motor,parking_info
parkir mobil,parking_info
parkir sepeda,parking_info
parkir gratis,parking_info
parkir berbayar,parking_info
parkir visitor,parking_info
parkir dosen,parking_info
parkir mahasiswa,parking_info
parkir basement,parking_info
parkir rooftop,parking_info
parkir disabled,parking_info
parkir perempuan,parking_info
parkir malam,parking_info
parkir sewa,parking_info
parkir langganan,parking_info
tiket parkir,parking_info
pelanggaran parkir,parking_info
parking fee,parking_info
tarif parkir,parking_info
biaya parkir,parking_info
harga parkir,parking_info
jadwal kuliah,jadwal_kuliah
lihat jadwal kuliah,jadwal_kuliah
jadwal perkuliahan semester ini,jadwal_kuliah
jadwal mata kuliah,jadwal_kuliah
jadwal hari senin,jadwal_kuliah
jadwal hari selasa,jadwal_kuliah
tabel jadwal kuliah,jadwal_kuliah
jadwal kuliah semester genap,jadwal_kuliah
jadwal kuliah semester ganjil,jadwal_kuliah
jadwal kelas,jadwal_kuliah
jadwal ruangan,jadwal_kuliah
kapan kelas saya,jadwal_kuliah
jadwal kuliah saya,jadwal_kuliah
jadwal perkuliahan,jadwal_kuliah
cetak jadwal kuliah,jadwal_kuliah
jadwal dosen,jadwal_kuliah
jadwal kuliah informatika,jadwal_kuliah
jadwal kuliah teknik,jadwal_kuliah
jadwal kuliah ekonomi,jadwal_kuliah
jadwal kuliah hari jumat,jadwal_kuliah
jadwal kuliah online,jadwal_kuliah
jadwal kuliah offline,jadwal_kuliah
ubah jadwal kuliah,jadwal_kuliah
tukar jadwal kuliah,jadwal_kuliah
konflik jadwal kuliah,jadwal_kuliah
jadwal kuliah pagi,jadwal_kuliah
jadwal kuliah siang,jadwal_kuliah
jadwal kuliah malam,jadwal_kuliah
jadwal kuliah sabtu,jadwal_kuliah
kalender akademik kuliah,jadwal_kuliah
jadwal kuliah dan ruangan,jadwal_kuliah
krs,krs_dan_kartu_rencana_studi
kartu rencana studi,krs_dan_kartu_rencana_studi
rencana studi,krs_dan_kartu_rencana_studi
isi krs,krs_dan_kartu_rencana_studi
pengisian krs,krs_dan_kartu_rencana_studi
daftar krs,krs_dan_kartu_rencana_studi
buat krs,krs_dan_kartu_rencana_studi
krs online,krs_dan_kartu_rencana_studi
krs sistem,krs_dan_kartu_rencana_studi
krs portal,krs_dan_kartu_rencana_studi
krs website,krs_dan_kartu_rencana_studi
krs aplikasi,krs_dan_kartu_rencana_studi
krs mobile,krs_dan_kartu_rencana_studi
cara isi krs,krs_dan_kartu_rencana_studi
prosedur krs,krs_dan_kartu_rencana_studi
tutorial krs,krs_dan_kartu_rencana_studi
panduan krs,krs_dan_kartu_rencana_studi
alur krs,krs_dan_kartu_rencana_studi
langkah krs,krs_dan_kartu_rencana_studi
tahap krs,krs_dan_kartu_rencana_studi
proses krs,krs_dan_kartu_rencana_studi
mekanisme krs,krs_dan_kartu_rencana_studi
sistem krs,krs_dan_kartu_rencana_studi
platform krs,krs_dan_kartu_rencana_studi
deadline krs,krs_dan_kartu_rencana_studi
batas waktu krs,krs_dan_kartu_rencana_studi
tenggat krs,krs_dan_kartu_rencana_studi
masa krs,krs_dan_kartu_rencana_studi
periode krs,krs_dan_kartu_rencana_studi
waktu krs,krs_dan_kartu_rencana_studi
jadwal krs,krs_dan_kartu_rencana_studi
kalender krs,krs_dan_kartu_rencana_studi
timeline krs,krs_dan_kartu_rencana_studi
tenggat waktu krs,krs_dan_kartu_rencana_studi
kalender akademik,kalender_akademik
kalender kuliah,kalender_akademik
kalender perkuliahan,kalender_akademik
kalender pendidikan,kalender_akademik
kalender studi,kalender_akademik
kalender mahasiswa,kalender_akademik
kalender kampus,kalender_akademik
kalender universitas,kalender_akademik
kalender tahun ajaran,kalender_akademik
kalender semester,kalender_akademik
kalender ganjil,kalender_akademik
kalender genap,kalender_akademik
kalender pendek,kalender_akademik
academic calendar,kalender_akademik
education calendar,kalender_akademik
university calendar,kalender_akademik
campus calendar,kalender_akademik
study calendar,kalender_akademik
student calendar,kalender_akademik
lecture calendar,kalender_akademik
class calendar,kalender_akademik
course calendar,kalender_akademik
semester calendar,kalender_akademik
tahun akademik,kalender_akademik
jadwal akademik,kalender_akademik
sks,sks_dan_ipk
satuan kredit semester,sks_dan_ipk
kredit semester,sks_dan_ipk
satuan kredit,sks_dan_ipk
kredit,sks_dan_ipk
sks saya,sks_dan_ipk
sks aku,sks_dan_ipk
sks milikku,sks_dan_ipk
sks pribadi,sks_dan_ipk
sks personal,sks_dan_ipk
sks individual,sks_dan_ipk
sks sendiri,sks_dan_ipk
jumlah sks,sks_dan_ipk
total sks,sks_dan_ipk
sks yang diambil,sks_dan_ipk
sks yang sudah diambil,sks_dan_ipk
sks yang telah diambil,sks_dan_ipk
sks yang sudah selesai,sks_dan_ipk
sks yang telah selesai,sks_dan_ipk
sks yang sudah lulus,sks_dan_ipk
sks yang telah lulus,sks_dan_ipk
sks yang sudah dipenuhi,sks_dan_ipk
sks yang telah dipenuhi,sks_dan_ipk
sks yang sudah terpenuhi,sks_dan_ipk
sks yang telah terpenuhi,sks_dan_ipk
sks yang sudah diselesaikan,sks_dan_ipk
sks yang telah diselesaikan,sks_dan_ipk
sks yang sudah selesai diambil,sks_dan_ipk
sks yang telah selesai diambil,sks_dan_ipk
sks yang sudah selesai ditempuh,sks_dan_ipk
sks yang telah selesai ditempuh,sks_dan_ipk
sks yang sudah selesai diikuti,sks_dan_ipk
sks yang telah selesai diikuti,sks_dan_ipk
sks yang sudah selesai diambil,sks_dan_ipk
sks yang telah selesai diambil,sks_dan_ipk
jurnal online,layanan_perpustakaan_digital
jurnal digital,layanan_perpustakaan_digital
e journal,layanan_perpustakaan_digital
jurnal elektronik,layanan_perpustakaan_digital
jurnal internet,layanan_perpustakaan_digital
akses jurnal online,layanan_perpustakaan_digital
akses jurnal digital,layanan_perpustakaan_digital
akses e journal,layanan_perpustakaan_digital
akses jurnal elektronik,layanan_perpustakaan_digital
akses jurnal internet,layanan_perpustakaan_digital
membaca jurnal online,layanan_perpustakaan_digital
membaca jurnal digital,layanan_perpustakaan_digital
membaca e journal,layanan_perpustakaan_digital
membaca jurnal elektronik,layanan_perpustakaan_digital
membaca jurnal internet,layanan_perpustakaan_digital
download jurnal online,layanan_perpustakaan_digital
download jurnal digital,layanan_perpustakaan_digital
download e journal,layanan_perpustakaan_digital
download jurnal elektronik,layanan_perpustakaan_digital
download jurnal internet,layanan_perpustakaan_digital
cari jurnal online,layanan_perpustakaan_digital
cari jurnal digital,layanan_perpustakaan_digital
cari e journal,layanan_perpustakaan_digital
cari jurnal elektronik,layanan_perpustakaan_digital
cari jurnal internet,layanan_perpustakaan_digital
search jurnal online,layanan_perpustakaan_digital
search jurnal digital,layanan_perpustakaan_digital
search e journal,layanan_perpustakaan_digital
search jurnal elektronik,layanan_perpustakaan_digital
search jurnal internet,layanan_perpustakaan_digital
browse jurnal online,layanan_perpustakaan_digital
browse jurnal digital,layanan_perpustakaan_digital
browse e journal,layanan_perpustakaan_digital
browse jurnal elektronik,layanan_perpustakaan_digital
browse jurnal internet,layanan_perpustakaan_digital
halo,greeting
hai,greeting
hallo,greeting
hello,greeting
selamat pagi,greeting
selamat siang,greeting
selamat sore,greeting
selamat malam,greeting
assalamualaikum,greeting
wr wb,greeting
salam,greeting
apa kabar,greeting
bagaimana kabarmu,greeting
selamat datang,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
good night,greeting
hey,greeting
heyo,greeting
wassalam,greeting
salam kenal,greeting
perkenalkan,greeting
